,datetime,id,open,high,low,close,volume,open_oi,close_oi,symbol,duration
80,1.691154e+18,45402.0,5772.0,5778.0,5756.0,5758.0,7091.0,849357.0,851448.0,CZCE.TA401,60
81,1.69115406e+18,45403.0,5758.0,5766.0,5756.0,5762.0,3352.0,851448.0,851349.0,CZCE.TA401,60
82,1.69115412e+18,45404.0,5762.0,5764.0,5758.0,5760.0,2852.0,851349.0,851414.0,CZCE.TA401,60
83,1.69115418e+18,45405.0,5760.0,5766.0,5756.0,5766.0,2470.0,851414.0,850720.0,CZCE.TA401,60
84,1.69115424e+18,45406.0,5766.0,5766.0,5756.0,5760.0,1116.0,850720.0,850677.0,CZCE.TA401,60
85,1.6911543e+18,45407.0,5760.0,5766.0,5758.0,5766.0,2104.0,850677.0,850720.0,CZCE.TA401,60
86,1.69115436e+18,45408.0,5766.0,5766.0,5758.0,5758.0,888.0,850720.0,850933.0,CZCE.TA401,60
87,1.69115442e+18,45409.0,5758.0,5764.0,5754.0,5758.0,2897.0,850933.0,851327.0,CZCE.TA401,60
88,1.69115448e+18,45410.0,5758.0,5758.0,5752.0,5756.0,1845.0,851327.0,851285.0,CZCE.TA401,60
89,1.69115454e+18,45411.0,5756.0,5760.0,5754.0,5760.0,1681.0,851285.0,851425.0,CZCE.TA401,60
90,1.6911546e+18,45412.0,5760.0,5760.0,5750.0,5750.0,1591.0,851425.0,851597.0,CZCE.TA401,60
91,1.69115466e+18,45413.0,5750.0,5752.0,5742.0,5744.0,6022.0,851597.0,852663.0,CZCE.TA401,60
92,1.69115472e+18,45414.0,5744.0,5744.0,5728.0,5734.0,6601.0,852663.0,853655.0,CZCE.TA401,60
93,1.69115478e+18,45415.0,5734.0,5742.0,5734.0,5740.0,4760.0,853655.0,854321.0,CZCE.TA401,60
94,1.69115484e+18,45416.0,5740.0,5748.0,5736.0,5746.0,3401.0,854321.0,855193.0,CZCE.TA401,60
95,1.6911549e+18,45417.0,5746.0,5748.0,5742.0,5742.0,2846.0,855193.0,855737.0,CZCE.TA401,60
96,1.69115496e+18,45418.0,5742.0,5748.0,5740.0,5748.0,2911.0,855737.0,856522.0,CZCE.TA401,60
97,1.69115502e+18,45419.0,5748.0,5748.0,5742.0,5744.0,1178.0,856522.0,856636.0,CZCE.TA401,60
98,1.69115508e+18,45420.0,5744.0,5744.0,5740.0,5740.0,969.0,856636.0,856590.0,CZCE.TA401,60
99,1.69115514e+18,45421.0,5740.0,5746.0,5740.0,5742.0,690.0,856590.0,856628.0,CZCE.TA401,60
100,1.6911552e+18,45422.0,5742.0,5744.0,5740.0,5744.0,962.0,856628.0,856718.0,CZCE.TA401,60
101,1.69115526e+18,45423.0,5744.0,5750.0,5742.0,5748.0,3154.0,856718.0,857681.0,CZCE.TA401,60
102,1.69115532e+18,45424.0,5748.0,5754.0,5746.0,5754.0,2352.0,857681.0,856501.0,CZCE.TA401,60
103,1.69115538e+18,45425.0,5754.0,5754.0,5750.0,5750.0,739.0,856501.0,856343.0,CZCE.TA401,60
104,1.69115544e+18,45426.0,5750.0,5752.0,5732.0,5736.0,2941.0,856343.0,856717.0,CZCE.TA401,60
105,1.6911555e+18,45427.0,5736.0,5742.0,5736.0,5736.0,1144.0,856717.0,856927.0,CZCE.TA401,60
106,1.69115556e+18,45428.0,5736.0,5742.0,5736.0,5740.0,1136.0,856927.0,857513.0,CZCE.TA401,60
107,1.69115562e+18,45429.0,5740.0,5740.0,5738.0,5740.0,364.0,857513.0,857562.0,CZCE.TA401,60
108,1.69115568e+18,45430.0,5740.0,5740.0,5736.0,5738.0,525.0,857562.0,857645.0,CZCE.TA401,60
109,1.69115574e+18,45431.0,5738.0,5740.0,5736.0,5738.0,499.0,857645.0,857872.0,CZCE.TA401,60
110,1.6911558e+18,45432.0,5738.0,5740.0,5736.0,5736.0,1218.0,857872.0,857976.0,CZCE.TA401,60
111,1.69115586e+18,45433.0,5736.0,5746.0,5736.0,5744.0,954.0,857976.0,857660.0,CZCE.TA401,60
112,1.69115592e+18,45434.0,5744.0,5746.0,5738.0,5738.0,1452.0,857660.0,857856.0,CZCE.TA401,60
113,1.69115598e+18,45435.0,5738.0,5746.0,5738.0,5744.0,607.0,857856.0,857831.0,CZCE.TA401,60
114,1.69115604e+18,45436.0,5744.0,5744.0,5742.0,5742.0,1185.0,857831.0,858282.0,CZCE.TA401,60
115,1.6911561e+18,45437.0,5742.0,5750.0,5742.0,5746.0,1441.0,858282.0,858131.0,CZCE.TA401,60
116,1.69115616e+18,45438.0,5746.0,5746.0,5738.0,5738.0,1228.0,858131.0,858372.0,CZCE.TA401,60
117,1.69115622e+18,45439.0,5738.0,5742.0,5734.0,5742.0,1409.0,858372.0,858615.0,CZCE.TA401,60
118,1.69115628e+18,45440.0,5742.0,5746.0,5742.0,5744.0,1830.0,858615.0,858564.0,CZCE.TA401,60
119,1.69115634e+18,45441.0,5744.0,5746.0,5742.0,5742.0,1107.0,858564.0,858499.0,CZCE.TA401,60
120,1.6911564e+18,45442.0,5742.0,5746.0,5738.0,5746.0,1299.0,858499.0,858988.0,CZCE.TA401,60
121,1.69115646e+18,45443.0,5746.0,5746.0,5742.0,5746.0,793.0,858988.0,858950.0,CZCE.TA401,60
122,1.69115652e+18,45444.0,5746.0,5746.0,5742.0,5744.0,456.0,858950.0,859017.0,CZCE.TA401,60
123,1.69115658e+18,45445.0,5744.0,5744.0,5732.0,5732.0,1618.0,859017.0,859131.0,CZCE.TA401,60
124,1.69115664e+18,45446.0,5732.0,5738.0,5730.0,5734.0,2485.0,859131.0,858922.0,CZCE.TA401,60
125,1.6911567e+18,45447.0,5734.0,5740.0,5732.0,5738.0,1320.0,858922.0,859118.0,CZCE.TA401,60
126,1.69115676e+18,45448.0,5738.0,5738.0,5736.0,5738.0,499.0,859118.0,859279.0,CZCE.TA401,60
127,1.69115682e+18,45449.0,5738.0,5738.0,5734.0,5736.0,400.0,859279.0,859396.0,CZCE.TA401,60
128,1.69115688e+18,45450.0,5736.0,5740.0,5732.0,5740.0,1361.0,859396.0,859748.0,CZCE.TA401,60
129,1.69115694e+18,45451.0,5740.0,5740.0,5734.0,5740.0,977.0,859748.0,860281.0,CZCE.TA401,60
130,1.691157e+18,45452.0,5740.0,5740.0,5736.0,5738.0,747.0,860281.0,860348.0,CZCE.TA401,60
131,1.69115706e+18,45453.0,5738.0,5738.0,5726.0,5730.0,2603.0,860348.0,860333.0,CZCE.TA401,60
132,1.69115712e+18,45454.0,5730.0,5732.0,5726.0,5728.0,1832.0,860333.0,860032.0,CZCE.TA401,60
133,1.69115718e+18,45455.0,5728.0,5732.0,5728.0,5728.0,1050.0,860032.0,859992.0,CZCE.TA401,60
134,1.69115724e+18,45456.0,5728.0,5728.0,5716.0,5720.0,3289.0,859992.0,860478.0,CZCE.TA401,60
135,1.6911573e+18,45457.0,5720.0,5720.0,5696.0,5698.0,14470.0,860478.0,858677.0,CZCE.TA401,60
136,1.69115736e+18,45458.0,5698.0,5706.0,5692.0,5706.0,4250.0,858677.0,858893.0,CZCE.TA401,60
137,1.69115742e+18,45459.0,5706.0,5708.0,5700.0,5700.0,4111.0,858893.0,859560.0,CZCE.TA401,60
138,1.69115748e+18,45460.0,5700.0,5702.0,5692.0,5694.0,2982.0,859560.0,860034.0,CZCE.TA401,60
139,1.69115754e+18,45461.0,5694.0,5702.0,5690.0,5698.0,4323.0,860034.0,860661.0,CZCE.TA401,60
140,1.6911576e+18,45462.0,5698.0,5698.0,5688.0,5692.0,3627.0,860661.0,861629.0,CZCE.TA401,60
141,1.69115766e+18,45463.0,5692.0,5694.0,5684.0,5686.0,4742.0,861629.0,861123.0,CZCE.TA401,60
142,1.69115772e+18,45464.0,5686.0,5690.0,5680.0,5688.0,4585.0,861123.0,861356.0,CZCE.TA401,60
143,1.69115778e+18,45465.0,5688.0,5692.0,5688.0,5692.0,1927.0,861356.0,861762.0,CZCE.TA401,60
144,1.69115784e+18,45466.0,5692.0,5692.0,5686.0,5690.0,1949.0,861762.0,862365.0,CZCE.TA401,60
145,1.6911579e+18,45467.0,5690.0,5692.0,5688.0,5688.0,1176.0,862365.0,862717.0,CZCE.TA401,60
146,1.69115796e+18,45468.0,5688.0,5690.0,5686.0,5688.0,1347.0,862717.0,862545.0,CZCE.TA401,60
147,1.69115802e+18,45469.0,5688.0,5692.0,5686.0,5690.0,1420.0,862545.0,862732.0,CZCE.TA401,60
148,1.69115808e+18,45470.0,5690.0,5694.0,5690.0,5694.0,1394.0,862732.0,862508.0,CZCE.TA401,60
149,1.69115814e+18,45471.0,5694.0,5696.0,5692.0,5694.0,1076.0,862508.0,862417.0,CZCE.TA401,60
150,1.6911582e+18,45472.0,5694.0,5698.0,5694.0,5698.0,1988.0,862417.0,862994.0,CZCE.TA401,60
151,1.69115826e+18,45473.0,5698.0,5706.0,5698.0,5706.0,4144.0,862994.0,862387.0,CZCE.TA401,60
152,1.69115832e+18,45474.0,5706.0,5708.0,5704.0,5706.0,1484.0,862387.0,862301.0,CZCE.TA401,60
153,1.69115838e+18,45475.0,5706.0,5708.0,5706.0,5706.0,847.0,862301.0,862208.0,CZCE.TA401,60
154,1.69115844e+18,45476.0,5706.0,5706.0,5700.0,5700.0,1424.0,862208.0,861958.0,CZCE.TA401,60
155,1.6911585e+18,45477.0,5700.0,5708.0,5700.0,5706.0,2518.0,861958.0,861866.0,CZCE.TA401,60
156,1.69115856e+18,45478.0,5706.0,5712.0,5704.0,5712.0,2178.0,861866.0,861554.0,CZCE.TA401,60
157,1.69115862e+18,45479.0,5712.0,5712.0,5708.0,5712.0,941.0,861554.0,861316.0,CZCE.TA401,60
158,1.69115868e+18,45480.0,5712.0,5720.0,5708.0,5718.0,3199.0,861316.0,861681.0,CZCE.TA401,60
159,1.69115874e+18,45481.0,5718.0,5722.0,5716.0,5718.0,2583.0,861681.0,861627.0,CZCE.TA401,60
160,1.6911588e+18,45482.0,5718.0,5726.0,5718.0,5724.0,4456.0,861627.0,861917.0,CZCE.TA401,60
161,1.69115886e+18,45483.0,5724.0,5730.0,5724.0,5726.0,2843.0,861917.0,862439.0,CZCE.TA401,60
162,1.69115892e+18,45484.0,5726.0,5730.0,5724.0,5726.0,945.0,862439.0,862437.0,CZCE.TA401,60
163,1.69115898e+18,45485.0,5726.0,5742.0,5726.0,5738.0,5059.0,862437.0,862193.0,CZCE.TA401,60
164,1.69115904e+18,45486.0,5738.0,5742.0,5734.0,5736.0,2205.0,862193.0,862531.0,CZCE.TA401,60
165,1.6911591e+18,45487.0,5736.0,5736.0,5728.0,5730.0,2721.0,862531.0,862737.0,CZCE.TA401,60
166,1.69115916e+18,45488.0,5730.0,5734.0,5730.0,5732.0,713.0,862737.0,862902.0,CZCE.TA401,60
167,1.69115922e+18,45489.0,5732.0,5734.0,5724.0,5726.0,2137.0,862902.0,863313.0,CZCE.TA401,60
168,1.69115928e+18,45490.0,5726.0,5732.0,5724.0,5730.0,3138.0,863313.0,864507.0,CZCE.TA401,60
169,1.69115934e+18,45491.0,5730.0,5738.0,5730.0,5734.0,1342.0,864507.0,864542.0,CZCE.TA401,60
170,1.6911594e+18,45492.0,5734.0,5742.0,5730.0,5740.0,1880.0,864542.0,864721.0,CZCE.TA401,60
171,1.69115946e+18,45493.0,5740.0,5744.0,5736.0,5740.0,2430.0,864721.0,864487.0,CZCE.TA401,60
172,1.69115952e+18,45494.0,5740.0,5740.0,5734.0,5736.0,2028.0,864487.0,864395.0,CZCE.TA401,60
173,1.69115958e+18,45495.0,5736.0,5738.0,5732.0,5732.0,2218.0,864395.0,864094.0,CZCE.TA401,60
174,1.69115964e+18,45496.0,5732.0,5736.0,5732.0,5734.0,671.0,864094.0,864025.0,CZCE.TA401,60
175,1.6911597e+18,45497.0,5734.0,5738.0,5734.0,5734.0,409.0,864025.0,863972.0,CZCE.TA401,60
176,1.69115976e+18,45498.0,5734.0,5740.0,5734.0,5738.0,639.0,863972.0,863939.0,CZCE.TA401,60
177,1.69115982e+18,45499.0,5738.0,5740.0,5736.0,5736.0,513.0,863939.0,863839.0,CZCE.TA401,60
178,1.69115988e+18,45500.0,5736.0,5742.0,5736.0,5742.0,682.0,863839.0,863955.0,CZCE.TA401,60
179,1.69115994e+18,45501.0,5742.0,5742.0,5736.0,5738.0,611.0,863955.0,863873.0,CZCE.TA401,60
180,1.69116e+18,45502.0,5738.0,5742.0,5736.0,5740.0,1399.0,863873.0,863964.0,CZCE.TA401,60
181,1.69116006e+18,45503.0,5740.0,5742.0,5740.0,5742.0,1516.0,863964.0,863603.0,CZCE.TA401,60
182,1.69116012e+18,45504.0,5742.0,5744.0,5740.0,5742.0,1118.0,863603.0,863485.0,CZCE.TA401,60
183,1.69116018e+18,45505.0,5742.0,5748.0,5738.0,5738.0,2003.0,863485.0,863701.0,CZCE.TA401,60
184,1.69116024e+18,45506.0,5738.0,5740.0,5734.0,5736.0,1226.0,863701.0,864034.0,CZCE.TA401,60
185,1.6911603e+18,45507.0,5736.0,5738.0,5728.0,5730.0,1956.0,864034.0,863971.0,CZCE.TA401,60
186,1.69116036e+18,45508.0,5730.0,5736.0,5730.0,5736.0,758.0,863971.0,863843.0,CZCE.TA401,60
187,1.69116042e+18,45509.0,5736.0,5736.0,5734.0,5734.0,443.0,863843.0,863824.0,CZCE.TA401,60
188,1.69116048e+18,45510.0,5734.0,5736.0,5734.0,5736.0,606.0,863824.0,863809.0,CZCE.TA401,60
189,1.69116054e+18,45511.0,5736.0,5744.0,5736.0,5744.0,862.0,863809.0,863625.0,CZCE.TA401,60
190,1.6911606e+18,45512.0,5744.0,5744.0,5738.0,5740.0,502.0,863625.0,863736.0,CZCE.TA401,60
191,1.69116066e+18,45513.0,5740.0,5742.0,5738.0,5740.0,1309.0,863736.0,863622.0,CZCE.TA401,60
192,1.69116072e+18,45514.0,5740.0,5744.0,5738.0,5744.0,1652.0,863622.0,863690.0,CZCE.TA401,60
193,1.69116078e+18,45515.0,5744.0,5750.0,5742.0,5744.0,3337.0,863690.0,863241.0,CZCE.TA401,60
194,1.69116084e+18,45516.0,5744.0,5748.0,5744.0,5746.0,915.0,863241.0,863441.0,CZCE.TA401,60
195,1.6911609e+18,45517.0,5746.0,5750.0,5740.0,5742.0,1089.0,863441.0,863247.0,CZCE.TA401,60
196,1.69116096e+18,45518.0,5742.0,5742.0,5738.0,5740.0,1298.0,863247.0,862447.0,CZCE.TA401,60
197,1.69116102e+18,45519.0,5740.0,5742.0,5738.0,5740.0,480.0,862447.0,862353.0,CZCE.TA401,60
198,1.69116108e+18,45520.0,5740.0,5740.0,5736.0,5738.0,849.0,862353.0,862238.0,CZCE.TA401,60
199,1.69116114e+18,45521.0,5738.0,5744.0,5734.0,5742.0,1794.0,862238.0,861554.0,CZCE.TA401,60
